,loc_name,loc_rating,total_rating,latitude,longitude,query
364,مسجد,,,31.3076796,74.1655862,'mosque'
365,B mart,5.0,1.0,31.3713491,74.1678878,'supermarket'
366,Askari ATM Tufail Road Branch,,,31.5266887,74.37955,'atm'
367,حبیب اللّٰہ نمبردار سپر سٹور,,,31.4381133,74.0359851,'supermarket'
368,Saba Salon,3.8,104.0,31.5191,74.3555044,'beauty salon'
369,A Mosque,5.0,1.0,31.2339954,74.1996462,'mosque'
370,Apollo Sports (Iqbal Town),4.2,425.0,31.5251827,74.2848848,'bicycle store'
371,IMAAR Associates,,,31.5279864,74.2816359,'lawyer'
372,jamshedali,5.0,1.0,32.3808849,74.0960995,'rv park'
373,Askari Bank Ltd Islamic Banking Chung Branch,,,31.4284569,74.1775516,'bank'
374,Rent a car stand,5.0,2.0,31.370546,74.365576,'car rental'
375,Shabbir cottage,5.0,1.0,31.2713504,74.4122929,'home goods store'
376,Jameel Rehmani General Store,5.0,1.0,31.5470367,74.5198926,'home goods store'
377,Fast Eddys Keys Express,4.9,531.0,44.9257615,-93.358223,'locksmith'
378,حفیظ برادرز الیکٹریکل اینڈ الیکٹرونکس کیئر سنٹر ( اشفاق حسین),5.0,1.0,31.403189,74.2655263,'electronics store'
379,Sabir Pan Shop,3.5,4.0,31.5463858,74.2606044,'bar'
380,khascare dry cleaners,4.1,7.0,31.5050098,74.2805064,'laundry'
381,Alleto,4.2,5.0,31.4715782,74.3198343,'liquor store'
382,Government high school Nauthe jagir,,,31.2750008,73.9968927,'secondary school'
383,Akbari Grocery store,5.0,5.0,31.5386625,74.271964,'store'
384,ajquotes,5.0,2.0,31.4948903,74.3330075,'museum'
385,Madina shopping mall,5.0,2.0,31.4623175,74.310024,'shopping mall'
386,Integrated Medical Care Hospital,4.3,58.0,31.46746,74.4123386,'hospital'
387,Zainab Tower Basement Parking,,,31.4676536,74.3176851,'parking'
388,Best Painter Service in Pakistan| Muqit.com,3.5,102.0,31.4666699,74.2738812,'painter'
389,IBRAHEEM Tour & Travels,,,31.5692675,74.2762953,'car rental'
390,Futur Tech,,,31.4319849,74.3473166,'storage'
391,Pakistan super store,5.0,2.0,31.2482171,74.2155755,'store'
392,Gogha Department Store,,,31.468031,74.3132622,'home goods store'
393,LDA City Lahore,3.7,3.0,31.3596626,74.363737,'stadium'
394,PSO Filling Station,3.8,50.0,31.2841764,74.4062953,'gas station'
395,Ilyas Jewller Designer,4.0,5.0,31.6258671,74.2200923,'jewelry store'
396,Kamboh market,4.3,6.0,31.4783746,74.3074901,'supermarket'
397,MADINA AIMS SCHOOL SYSTEM,4.4,5.0,31.5224421,74.2790103,'secondary school'
398,Abdul Razzaq puncture shop,3.5,2.0,31.5850299,74.2956284,'zoo'
399,Bhati Gate Sub Division Office,,,31.5739019,74.2969467,'local government office'
400,Pakistan Post,4.2,23.0,31.5702338,74.3046373,'post office'
401,Egg and Chick,,,31.4493805,74.3082179,'pet store'
402,Govt Girls Elementary School,5.0,2.0,31.249975,74.0604365,'secondary school'
403,Haneef furniture show room,,,31.4758301,74.1027502,'home goods store'
404,Masjid Bint E Haram,4.5,39.0,31.5021045,74.2426688,'mosque'
405,RJ MOTORS,5.0,1.0,31.5859875,74.4002965,'car dealer'
406,Haji Rasheed General Store,5.0,2.0,31.5203906,74.3588167,'supermarket'
407,Mian Traders,4.0,37.0,31.5874312,74.4108647,'car dealer'
408,Marhaba Furniture House,,,31.2579889,74.1625067,'furniture store'
409,Cafe Soul & Chikennow,4.8,9.0,31.4464901,74.2692756,'cafe'
410,Pak Greens School and Academy,4.7,6.0,31.4013277,74.2666276,'secondary school'
411,Apostolic Church,,,31.2468838,74.2125402,'church'
412,Beak n teeth,,,31.4891718,74.3259307,'pet store'
413,Dara Bakers,4.0,1.0,31.2673611,74.4134364,'bakery'
414,MOON WATER PARK AND PLAY LAND,3.8,154.0,31.3564388,74.3754822,'amusement park'
415,The Zaiver,,,31.4062446,74.2810193,'jewelry store'
416,Marghzar DryCleaners,3.0,2.0,31.5083808,74.2518255,'laundry'
417,DHA Phase 9 Town Sector D Mosque,4.5,34.0,31.4379562,74.43704,'mosque'
418,Physio1st CP & Physiotherapy Center,5.0,8.0,31.5538578,74.3259985,'physiotherapist'
419,City District Govt Boys Primary School,5.0,2.0,31.5247853,74.3268104,'primary school'
420,Faqeer Daira Restaurant,3.9,240.0,31.4750219,74.1169798,'restaurant'
421,Spice village,4.8,10.0,31.3276731,74.3792311,'restaurant'
422,Mocciani Shoes,3.0,2.0,31.4710695,74.3557786,'shoe store'
423,Ittefaq Brand Store,4.0,104.0,31.2936551,74.0662658,'store'
424,Noor Karyana Store,4.2,15.0,31.4387767,74.0698576,'supermarket'
425,Bata Executive Store,3.7,7.0,31.3652208,74.3670112,'shoe store'
426,Sohdra Taxi Stand,3.6,9.0,32.4594552,74.1818049,'taxi stand'
427,Mobile Accessory Shop,5.0,1.0,31.7251439,72.9987336,'rv park'
428,Pakistan Automobiles Workshop,4.4,16.0,31.4904436,74.3872554,'car repair'
429,Antiage Lifestyle Clinic,4.4,7.0,31.5263998,74.3555053,'doctor'
430,Jamia Masjid Khizra,4.7,159.0,31.3975408,74.2566884,'mosque'
431,Rent A Car Lahore,3.0,2.0,31.4825728,74.3944136,'car rental'
432,Amir Kasuri Harpalke,,,31.4341844,74.4224549,'police'
433,Great Chancellors High School,4.4,9.0,31.2477052,74.2006179,'secondary school'
434,Blue Sky Higher Secondary School,4.3,4.0,31.5494235,74.4056247,'secondary school'
435,Virtual University Ichra Ferozpur Road Campus,4.2,225.0,31.5346633,74.3199618,'university'
436,Eesha Clothing,3.7,3.0,31.5116453,74.2785199,'clothing store'
437,مظہر کریانہ سٹور,5.0,1.0,31.3080749,73.8991041,'convenience store'
438,Aslam jewellers | Best Jeweler In Lahore,5.0,2.0,31.5098124,74.3464356,'jewelry store'
439,Meo Market,4.3,3.0,31.2527353,74.186823,'supermarket'
440,التوحید بلڈنگ مٹیریل اینڈ سینٹری سٹور,5.0,1.0,31.2391655,74.2242766,'home goods store'
441,The Art Valley,5.0,1.0,31.3024183,74.0777932,'painter'
442,Qalbish Spa & salon,4.4,25.0,31.510481,74.4324993,'spa'
443,Mashallah auto workshop and Car wash,3.8,4.0,31.5243105,74.3568299,'car repair'
444,Trust Investment Bank Limited,4.9,8.0,31.524959,74.3541328,'bank'
445,Al Fatah - Johar Town,4.4,4192.0,31.4695679,74.2496626,'liquor store'
446,HTL Sk Zic Station,4.4,52.0,31.3334204,74.1116195,'gas station'
447,Abdalian Society Mosque,5.0,1.0,31.455335,74.2696333,'mosque'
448,Al-Noor Pharmacy,,,31.4632106,74.103441,'pharmacy'
449,Physiotherapy At Your Home,5.0,10.0,31.4545359,74.2947854,'physiotherapist'
450,Islampura Graveyard,3.0,1.0,31.5618041,74.2912774,'cemetery'
451,Golden Shoes,4.0,5.0,31.5321808,74.2859755,'shoe store'
452,Ali Raza General Store,5.0,8.0,31.4533798,74.3691355,'store'
453,Izhar Group of Companies,4.5,576.0,31.500072,74.33262,'roofing contractor'
454,Khushi Muhammad auto,5.0,2.0,31.2607751,74.22428,'car repair'
455,Dr. Rashid Physiotherapist,,,31.5311071,74.3424388,'physiotherapist'
456,Apna Microfinance Bank Ltd,5.0,8.0,31.4822492,74.3303354,'bank'
457,Karsaaz,4.0,20.0,31.5312349,74.3528643,'painter'
458,Pak cold store,5.0,1.0,31.6076671,74.3502757,'storage'
459,Post Office Heir,5.0,2.0,31.4112657,74.4855398,'post office'
460,Shab Bhar Masjid,4.7,324.0,31.5752062,74.3175306,'mosque'
461,Al Shafa Pharmacy,5.0,1.0,31.422619,74.1633768,'pharmacy'
462,Raiwind Travel & Tours,4.8,4.0,31.3586238,74.2351976,'travel agency'
463,WoodPecker Furniture & Interior,5.0,1.0,31.3716138,74.1875979,'furniture store'
464,Govt High School (Boys),5.0,1.0,31.2789047,74.3609913,'secondary school'
465,Al-Khair University,2.8,4.0,31.5022412,74.3152555,'university'
466,Hakeem Manzoor Grocery Wholesale and Retail Store,4.3,16.0,31.589638,74.3552561,'supermarket'
467,Haji Mursleen store,5.0,1.0,31.3837755,74.1483068,'store'
468,Umaai's Store,,,31.4804642,74.3239342,'home goods store'
469,Fasil bank Atm,5.0,1.0,31.4658231,74.1028516,'atm'
470,Shahbaz General Store,4.0,2.0,31.2659657,74.1260981,'store'
471,Panhagah lahore,,,31.5667996,74.3356432,'campground'
472,Karachi Auto Workshop,,,31.2644535,74.2216859,'car repair'
473,Ali super store,4.6,5.0,31.4878366,74.3758371,'supermarket'
474,Jallo Forest Safari Park,4.4,668.0,31.5758085,74.4839459,'zoo'
475,Cricket ground Bahria Orchard,4.3,24.0,31.3143877,74.2140922,'zoo'
476,Consulate General Tajikistan,4.3,4.0,31.5387282,74.3790816,'embassy'
477,Tufail Motors,3.9,9.0,31.5431099,74.2983164,'movie rental'
478,Gospel Ministries in Villages Church Pakistan,,,31.3583116,74.2354931,'church'
479,Allied Bank Limited Harbanspura Branch,3.3,17.0,31.5627036,74.4242205,'bank'
480,ForeverGems.Pk,,,31.4812454,74.3106395,'jewelry store'
481,امین سیفی نرسری فارم,,,31.4469712,74.0627462,'supermarket'
482,Pakistan Blinds Cricket Stadium,4.4,5.0,31.3590888,74.3514397,'stadium'
483,IT Musafir,4.0,1.0,31.5174433,74.2834667,'storage'
484,Al Haram marriage Hall,4.0,1.0,31.3151533,74.5066159,'night club'
485,The Vets Animal Hospital,5.0,33.0,31.5231306,74.3446367,'veterinary care'
486,mehtal retail,,,31.3543706,74.2560806,'shoe store'
487,Badami Bagh,4.1,97.0,31.5985019,74.3034172,'light rail station'
488,Wasa Sewerage Pump,,,31.4483444,74.3055508,'local government office'
489,Al Raheem Hardware Store,5.0,1.0,31.4890425,74.4137231,'hardware store'
490,Raza Krakri Store,,,31.6225139,74.2330242,'home goods store'
491,Park,4.1,108.0,31.3978322,74.262499,'park'
492,HHH The Brand Store,5.0,1.0,31.4640427,74.1008081,'clothing store'
493,UC-27 Lahore,,,31.6081316,74.3373314,'local government office'
494,Best physiotherapist in Lahore ¦ Dr.Sana Kayani ¦ (Gold medalist),5.0,11.0,31.5365909,74.3388582,'physiotherapist'
495,Govt. Primary School Sitara Colony No.1 Lahore,4.0,1.0,31.4395104,74.3595561,'primary school'
496,Bismillah General Store,4.2,32.0,31.5037117,74.2640762,'department store'
497,Sholay Restaurant,4.2,435.0,31.4882829,74.325937,'restaurant'
498,City Model High School,,,31.5460067,74.2811333,'school'
499,Bismillah super Mart c block jobeli Town,4.6,7.0,31.4103153,74.1907453,'supermarket'
500,Peshawar Zoo,4.3,5409.0,34.0169569,71.4900088,'zoo'
501,Royal Cattery,5.0,9.0,31.4718916,74.2599459,'liquor store'
502,New Liberty Pan Shop,4.5,15.0,31.4824037,74.3307417,'bar'
503,Razzaq Electrician,5.0,5.0,31.5368866,74.3151802,'electrician'
504,Bank Al Habib Ltd ATM,3.7,3.0,31.5008198,74.3181854,'atm'
505,Al Fatah Hardware Store,5.0,2.0,31.5771884,74.3256131,'hardware store'
506,Mughal auto,,,31.5342465,74.2833836,'car dealer'
507,Panorama Shopping Centre,4.2,15588.0,31.561759,74.3206952,'shopping mall'
508,karwan e ghafoor,4.7,7.0,31.532525,74.285267,'travel agency'
509,UC 94 Secretary NOOH ARSHAD,5.0,2.0,31.5357788,74.2861058,'local government office'
510,Ichra Car Parking Stand,4.1,9.0,31.5315835,74.3208968,'parking'
511,New Golden Wholesale Store,,,31.4597225,74.305693,'liquor store'
512,The Factory Lahore,,,31.3919867,74.1505911,'art gallery'
513,Mosque مسجد,5.0,1.0,31.6060853,74.244285,'mosque'
514,Home Decor,5.0,10.0,31.6144629,74.2668198,'home goods store'
515,Sarwar plaza,5.0,1.0,31.350371,74.373788,'supermarket'
516,Haq Stop,4.8,5.0,31.6092826,74.3440034,'storage'
517,Malik Rent A car in Lahore johar town/town ship/green town/wapda town,5.0,1.0,31.4345953,74.3074113,'car rental'
518,Fancy plus fashion tailor and clothes house,5.0,2.0,31.2660107,74.1253098,'clothing store'
519,Le Sole,4.0,24.0,31.5169649,74.3524973,'shoe store'
520,Commado Khan National Car Wash,3.7,30.0,31.550188,74.362091,'car wash'
521,Rustic by Shama,,,31.3778696,74.1672887,'furniture store'
522,New Maskeen kiryana store,,,31.254975,74.2080057,'store'
523,Bilal Medix Pharmacy,5.0,2.0,31.4422873,74.4098422,'drugstore'
524,محسن سپر سٹور کنگرہ,,,31.3091511,74.2689241,'supermarket'
525,Bait-ul-Mamoor Travel & Tours Pvt Ltd,4.7,70.0,31.5201617,74.3201644,'travel agency'
526,M Ilahi Traders,5.0,1.0,31.3936445,74.1751704,'hardware store'
527,وسیم آٹور ورکس اینڈ سپئیر پارٹس,3.0,1.0,31.2979659,74.0687204,'car repair'
528,M Yaqoob Shoes Store,,,31.2548232,74.2240681,'shoe store'
529,Hina's Beauty Salon the silver shine,5.0,23.0,31.4549262,74.2823579,'beauty salon'
530,Spice Arena,4.4,739.0,31.3331489,74.3822479,'restaurant'
531,Metro Shoes,4.5,43.0,31.5703861,74.3109511,'shoe store'
532,Servaid Pharmacy,,,31.4550254,74.3665512,'pharmacy'
533,City Marriage Hall,3.9,158.0,31.5064756,74.2796253,'city hall'
534,Govt Girls Elementary School khananepal,4.0,1.0,31.3316455,74.2514624,'school'
535,Army Museum Lahore,4.8,7603.0,31.5322998,74.3984004,'museum'
536,Punjab Car Rental,,,31.4710591,74.2716983,'car rental'
537,Shar e Lahore Parking Stand,4.6,7.0,31.534621,74.2693725,'parking'
538,Arcadian Cafe,4.4,7348.0,31.5225476,74.3493876,'cafe'
539,Mosque,4.8,8.0,31.3774995,74.1703725,'mosque'
540,Mosque Al Kabir Town Phase II,4.7,11.0,31.3526452,74.2339204,'mosque'
541,St. John's Church,5.0,1.0,31.5682935,74.3200123,'church'
542,Faremakers Kalma Chowk Century Tower,3.9,357.0,31.505039,74.3319642,'travel agency'
543,Tooney Teez,5.0,1.0,31.486263,74.2590842,'storage'
544,Office Kabaddi595,,,31.2896699,74.1869354,'bar'
545,Kausar Medical and General Store (Kausar Pharmacy),1.0,2.0,31.5206421,74.3514991,'pharmacy'
546,Jamia masjid Shere Rabbani,4.7,3.0,31.3064102,74.0490937,'mosque'
547,HBL ATM,1.0,2.0,31.539331,74.3529129,'atm'
548,Home Solution Real Estate,5.0,6.0,31.5167192,74.293794,'real estate agency'
549,Aslam khan kryana store,,,31.4413189,74.0509143,'supermarket'
550,Staff Parking,,,31.554298,74.3196857,'parking'
551,Ali Mobile Centre,3.7,3.0,31.3580945,74.0630778,'supermarket'
552,Ashraf farniture shop near Jamia masjid,5.0,1.0,31.2756108,74.4576253,'furniture store'
553,Al-Baraka Bank,4.3,4.0,31.2491848,74.2192659,'bank'
554,Attock Gas station ⛽,4.0,90.0,31.4600912,74.0905013,'gas station'
555,B M Garments,4.0,32.0,31.2940782,74.0677624,'clothing store'
556,Jamia Mosque X Block,4.5,88.0,31.4682833,74.3728354,'mosque'
557,Masjid,,,31.2366582,74.4259019,'mosque'
558,Desi Chaska Bar B Q Resturant,4.3,18.0,31.5394395,74.2985694,'bar'
559,Al Munim High School,5.0,1.0,31.4739869,74.2934669,'secondary school'
560,Bank Alfalah ATM,4.3,3.0,31.5345495,74.2798688,'atm'
561,Friends School System,,,31.6093104,74.2796196,'school'
562,Server & Storage Point by Avira Technologies,2.0,1.0,31.515928,74.3412766,'storage'
563,Bm Store,,,31.3024124,74.0777863,'home goods store'
564,Reef Land Shoes,4.2,60.0,31.403715,74.3603854,'shoe store'
565,Lahore dolphin show parking,4.0,2.0,31.5817673,74.4843991,'parking'
566,Mehar Wakeel Karyana Store,5.0,1.0,31.2896411,74.073789,'supermarket'
567,Ali store,5.0,2.0,31.4154469,74.3246106,'supermarket'
568,Master Dry cleaner,4.8,5.0,31.4599729,74.2503246,'laundry'
569,SHAHBAZ ALI BHATTI,5.0,1.0,31.3158125,74.3485625,'home goods store'
570,Starlet Shoes,4.1,131.0,31.4653053,74.3152166,'shoe store'
571,JJ GENERAL STORE,,,31.4734369,74.3377714,'supermarket'
572,Lake City Golf & Country Club,4.5,695.0,31.3553299,74.2564242,'night club'
573,Absher Travels & Tours,4.3,61.0,31.7116234,73.99634,'travel agency'
574,Meezan Bank - Bahria Orchard,4.3,3.0,31.3179375,74.2205625,'bank'
575,Aylia Consulting,,,31.470732,74.3357191,'accounting'
576,ABK Solutions,,,31.2571639,74.2227015,'accounting'
577,Hanif and Sons Crockery and Plastic Store,,,31.4628384,74.3115127,'home goods store'
578,Royal Gateway Travel & Tours,5.0,1.0,31.4299768,74.2707413,'travel agency'
579,Masjid,5.0,1.0,31.5310193,74.2870933,'mosque'
580,Sindh bank,3.0,1.0,31.2565838,74.4179729,'bank'
581,St. Marqas Church,5.0,3.0,31.4173265,74.2244561,'church'
582,Darbar Baba Sha baloor,4.0,2.0,31.3023687,74.1974379,'bar'
583,PanjPeer,4.9,51.0,31.4545196,74.2276313,'travel agency'
584,Power Cool,,,31.3583045,74.2354687,'storage'
585,Karmanwala warehouse,,,31.4008037,74.3566916,'storage'
586,State Life Insurance Green Town office,4.0,2.0,31.431123,74.3104941,'insurance agency'
587,Kashi General Store and Shoe center,,,31.2995805,74.0698223,'store'
588,Mcolson Warehouse,,,31.4744893,74.2978877,'storage'
589,Office of the Assistant Directors Probation & Parole service Punjab lahore,5.0,1.0,31.5832139,74.3630575,'local government office'
590,Faizan e Madinah Auto workshop,,,31.4578453,74.2775832,'car repair'
591,Shaqra center for physiotherapy,,,31.49139,74.2384748,'physiotherapist'
592,Aqsa Masjid,4.1,20.0,31.5439144,74.27735,'mosque'
593,Garden Town's Graveyard,4.9,8.0,31.4893773,74.3098046,'cemetery'
594,Tauheed Saqure Park,5.0,1.0,31.3174768,74.2052174,'zoo'
595,Matka Pizza (Appetito),4.3,231.0,31.5314088,74.3190021,'meal takeaway'
596,Bareeze - DHA Phase 3,4.3,86.0,31.473677,74.3763596,'clothing store'
597,786 store,4.8,13.0,31.5641306,74.2823702,'store'
598,Umar cash and carry bahria town lahore aa block sector d,,,31.3788034,74.1682981,'supermarket'
599,Taza,,,31.585789,74.3959252,'meal takeaway'
600,Depot Office,5.0,3.0,31.4185662,74.3548831,'local government office'
601,Graveyard S block DHA,4.2,33.0,31.471247,74.3923089,'cemetery'
602,The United Insurance Company of Pakistan Limited,4.2,14.0,31.5169804,74.3434427,'insurance agency'
603,Govt Boys Primary School,3.0,1.0,31.2690092,74.4329782,'school'
604,Arif Chaudhury & Co. Chartered Accountants,,,31.5559336,74.3198002,'accounting'
605,Park-Block A,4.1,65.0,31.3949375,74.1548125,'park'
606,NewPakMotors (Car dealer),4.4,65.0,31.5444296,74.3200646,'car dealer'
607,Pets Care Store,4.0,14.0,31.4631786,74.3851126,'pet store'
608,Nighat Firdous Plaza,5.0,37.0,31.6088292,74.2503124,'shopping mall'
609,Madina Car Rentl,4.9,52.0,31.5317836,74.3520335,'car rental'
610,Universal Insurance Co Ltd,,,31.4274249,74.2308015,'insurance agency'
611,Rent a Bolan and Car,5.0,3.0,31.4042269,74.1585916,'car rental'
612,Madni Medical & General Store,4.4,193.0,31.482025,74.369381,'department store'
613,,,,31.4550685,74.289639,'spa'
614,Luxus Travel and Tours,,,31.5616079,74.3305784,'tourist attraction'
615,Cathedral Higher Secondary School No 3 Lahore Cantt,4.5,33.0,31.5210151,74.3788452,'secondary school'
616,Specialist Mechanic,4.0,2.0,31.3821254,74.3642496,'car repair'
617,RareFare Tours and Travel PVT LTD,,,31.3301755,74.1088034,'travel agency'
618,Imran Qadri Store,4.8,4.0,31.3695757,74.4707107,'supermarket'
619,Imran shaheen locksmith,5.0,9.0,31.4593806,74.2762524,'locksmith'
620,tameervision,4.6,10.0,31.422836,74.2708575,'real estate agency'
621,Al Noor Store,,,31.4596699,74.2726569,'department store'
622,Park,4.3,100.0,31.4962554,74.3311977,'park'
623,Malik Zafar Electric Store,4.1,13.0,31.338516,74.236561,'electronics store'
624,K Block Park 2,2.8,5.0,31.4085581,74.3794266,'park'
625,MinuteMeals,3.9,7.0,31.463016,74.288115,'meal takeaway'
626,TM CARGO SERVICES,3.0,2.0,31.526683,74.4124217,'airport'
627,مسجد نور,5.0,2.0,31.2732786,74.424539,'mosque'
628,Virtual university Campus VLHR01,5.0,1.0,31.4768125,74.3085625,'university'
629,Shakeel butt house,,,31.4291347,74.0054165,'home goods store'
630,State Life Insurance Corporation of Pakistan,,,31.5243249,74.2870841,'insurance agency'
631,Bait-ul-Maal Lahore District Commite,4.5,11.0,31.5639983,74.3356058,'local government office'
632,Jamya Mosque Kingra,4.4,11.0,31.3074296,74.2671637,'mosque'
633,Fine Pizza Family Restaurant,4.0,5400.0,31.4653487,74.3152081,'meal takeaway'
634,Hassan Park,4.1,416.0,31.4306574,74.2911039,'park'
635,Pakistan post office,,,31.466707,74.349402,'post office'
636,Lohari Gate,4.5,10231.0,31.57741,74.31343,'tourist attraction'
637,Ali Hassan plastic bottle store,5.0,1.0,31.5774961,74.3155271,'liquor store'
638,Jamia Mosque Quba,5.0,3.0,31.3249001,74.1008171,'mosque'
639,City District Government Boys School,,,31.5286223,74.2769296,'primary school'
640,Amnas Collection,4.5,23.0,31.4327947,74.35388,'clothing store'
641,Farhan Electric Services,5.0,12.0,31.4024583,74.2582212,'electrician'
642,Ayzal beauty salon,4.8,74.0,31.5176985,74.2910303,'hair care'
643,Prime Pharmacy & Animal Health,4.5,2.0,31.2553951,74.2313545,'pharmacy'
644,Pakistan Post,3.5,13.0,31.5002342,74.3202728,'post office'
645,Govt Girls High School,5.0,1.0,31.5389747,74.2826461,'secondary school'
646,Khalid bin Jabbar,5.0,2.0,31.2470839,74.3790098,'home goods store'
647,Ameena Riaz Model School And Dastkari School,5.0,1.0,31.586666,74.3503133,'primary school'
648,Hybrid University Head Office,,,31.318131,74.3889293,'university'
649,Ishaaq city center,,,31.464416,74.1029445,'shopping mall'
650,Allied Bank,3.9,7.0,31.4724112,74.2782272,'bank'
651,Allah hu Rent a Car.,5.0,1.0,31.4388401,74.0391297,'car rental'
652,Shakeel stra wala,,,31.5203906,74.3588167,'bar'
653,Al raziq auto,,,31.5188101,74.4237187,'car repair'
